"uuid","key","media_type","value","created_timestamp","last_updated_timestamp","image","image_uuid","column1","id","mediatype","createdtimestamp","lastupdatedtimestamp"
"5c48b370-e527-46b3-806c-b5b3237bcd47",source,,MBARI/VARS,,,"","24f2fe5c-c73f-48b4-a453-8d38e2937933",191,"",text/plain,"",""
"156256ef-2643-4588-9e12-9ba771c91cab",source,,MBARI/VARS,,,"","251c7486-089e-4652-b5ec-74efd2d51c6b",192,"",text/plain,"",""
"29d03e95-05f0-4dcb-9c06-aa5a5cf92537",source,,MBARI/VARS,,,"","252452cf-2d31-4528-bdeb-c50a6cc16236",193,"",text/plain,"",""
"91986bf5-ead0-4f61-87d1-54bccb24458b",source,,MBARI/VARS,,,"","253bca18-d60a-4e4e-818d-a794028e486e",194,"",text/plain,"",""
ebcae6f3-00f1-45b1-be09-3185e67b0da3,source,,MBARI/VARS,,,"","25673b94-17f9-4dc5-a726-056c8889ed93",197,"",text/plain,"",""
"1295e3c3-8998-46d9-aa95-92f0492ec75c",source,,MBARI/VARS,,,"","257a2e71-2321-488d-8ba7-6a4c8dd6dd7b",198,"",text/plain,"",""
"072c371f-9bfb-4cdd-bcd6-b522cee34403",source,,MBARI/VARS,,,"","259a1a48-a926-4f00-81f3-439939593a40",199,"",text/plain,"",""
"680fcd90-ec46-4d64-8d5a-51e2db11ba76",source,,MBARI/VARS,,,"","25bc2216-fc99-4e13-858d-b9ac237485be",201,"",text/plain,"",""
"379010d6-9d7c-4c82-8a14-2910574bbd1a",source,,MBARI/VARS,,,"","25c7dcb4-f129-4655-aaea-53922316d7a3",203,"",text/plain,"",""
daa7c53b-74e5-4a04-934a-e8a9186a5790,source,,MBARI/VARS,,,"","263e8fec-5d97-4224-a84f-715fe04b717f",204,"",text/plain,"",""
e06aad0f-c1ab-49f1-8354-50c2331dd88d,source,,MBARI/VARS,,,"","2713ac20-be25-4744-8f83-051408c47b0c",207,"",text/plain,"",""
"23acd7e7-af7c-47d3-9c63-4d6fb847a16e",source,,MBARI/VARS,,,"","2715c940-f2e6-4345-a27a-0c2fa51a56fe",208,"",text/plain,"",""
cb8af205-08ec-4327-a6fc-1f18b05ad705,source,,MBARI/VARS,,,"","27771578-0608-4271-8554-eccde129d831",209,"",text/plain,"",""
"23941788-a73a-4948-8e79-b6a403025885",source,,MBARI/VARS,,,"","2799237a-fe47-4159-ae5e-1e324b19816c",210,"",text/plain,"",""
f19b0346-e485-4ff5-b40f-5b7b2aa22a28,source,,MBARI/VARS,,,"","27b3d586-671e-4c37-84fe-a75858f52599",211,"",text/plain,"",""
"06122ca3-0ec8-411a-aac5-d92bfb70d532",source,,MBARI/VARS,,,"","27da5470-14f5-4da7-b2b4-de376d0b9991",213,"",text/plain,"",""
"079b3238-4aee-4c38-a39e-8ebdf4367a27",source,,MBARI/VARS,,,"","2816bd28-6694-41e0-af3a-e074df8168b2",214,"",text/plain,"",""
"923db00c-3f0a-4580-9fd3-f4870779db5e",source,,MBARI/VARS,,,"","285b842f-e08d-4b34-b221-6470efc2b733",215,"",text/plain,"",""
"3f42af99-ff5a-4180-8015-2f9dfecf60c4",source,,MBARI/VARS,,,"","286d6058-1cef-4ea2-8c74-48fbb4e92da9",216,"",text/plain,"",""
"624a0f92-8f9b-46aa-8d13-1d6acb08e9ba",source,,MBARI/VARS,,,"","289855a7-d505-4979-a234-982087e332c1",217,"",text/plain,"",""
"2b7db38d-ea42-47a9-b69f-63ec131a79aa",source,,MBARI/VARS,,,"","28aff1d8-aaa2-468d-8031-3eff85a78578",218,"",text/plain,"",""
f15758cf-6df7-4ec8-a511-5510af6d58a5,source,,MBARI/VARS,,,"","28e8475c-d25c-4f1c-99c8-d139e68bf0c1",219,"",text/plain,"",""
"15223607-89de-41ec-b287-350e448c89e0",source,,MBARI/VARS,,,"","295a232b-3799-415c-8699-13873c86f14e",220,"",text/plain,"",""
ed9a65e7-e42a-48d6-9da2-7604231caa9c,source,,MBARI/VARS,,,"","297df35f-f35d-46b8-a912-8de9486d70ab",221,"",text/plain,"",""
"537d5a2f-2d0d-41fa-a22b-afccc714b6c5",source,,MBARI/VARS,,,"","298a39ab-69da-4d8d-a6d0-5ef982d69efc",222,"",text/plain,"",""
"7301dcf4-94d6-4ea3-9831-59a26f74ee99",source,,MBARI/VARS,,,"","29b78112-361a-4ced-b379-d34f50964145",223,"",text/plain,"",""
be17da58-c3f6-430b-afce-7d93048b6738,source,,MBARI/VARS,,,"","29dda193-3898-47ce-9824-825ba4a202ee",224,"",text/plain,"",""
e2d2faf3-0868-4715-993f-9162c0c66fc3,source,,MBARI/VARS,,,"","2a4f4752-a9b1-4d95-a053-ab2e412d8401",226,"",text/plain,"",""
"3a015e17-c714-434b-a0e1-917afd797eac",source,,MBARI/VARS,,,"","2a5bebdd-b9d9-4391-b42a-d60742427265",227,"",text/plain,"",""
"05609e61-43c7-4f91-9460-cf12e4151494",source,,MBARI/VARS,,,"","2a73a49d-be8e-4029-b0e8-07d34caa7422",228,"",text/plain,"",""
"2e1093e7-1237-472a-b1b6-f35d1956cf16",source,,MBARI/VARS,,,"","2a78c208-6a75-47ae-9840-d0efd64e8744",229,"",text/plain,"",""
a042b0e6-2b0b-42d5-bfad-4e53191deec2,source,,MBARI/VARS,,,"","2a7ad014-e110-4981-b922-35b55cc223e6",230,"",text/plain,"",""
"21cd3bda-9c8b-4b15-bc0f-2f1b7f90c587",source,,MBARI/VARS,,,"","2aaa1968-1fac-4e69-844e-87cb4ddc2b7b",231,"",text/plain,"",""
faaac549-cc89-4105-a33e-47125330e24c,source,,MBARI/VARS,,,"","2b74b1ec-2260-41a6-86d2-274f1b4c8730",232,"",text/plain,"",""
b9b4587b-73ae-46c9-bdfd-684da5bf128f,source,,MBARI/VARS,,,"","2b796cc6-4adb-4bc8-b346-6e41303d4992",233,"",text/plain,"",""
"7edb27de-c2a6-46eb-9bcd-477471a6e99f",source,,MBARI/VARS,,,"","2bb6071f-3eb4-458f-b88f-2eab8c190381",235,"",text/plain,"",""
"04593902-84cd-4460-b93a-91ee5dae0cdb",source,,MBARI/VARS,,,"","2bd3fa1f-4476-4a89-b5bd-bfb1c8570a9b",236,"",text/plain,"",""
"64bf3a1f-d1fd-4c35-bdee-5927a9b3944b",source,,MBARI/VARS,,,"","2be28c54-34eb-4852-bf28-a9cd8a8ed278",237,"",text/plain,"",""
"7f53c6bc-e5d9-4a79-ab5b-34c85ede55ca",source,,MBARI/VARS,,,"","2c09ed30-03de-44bd-bab8-dc4b62ad10d4",238,"",text/plain,"",""
"900c5e2f-9505-4a09-9108-369079956075",source,,MBARI/VARS,,,"","2c20e0b2-d84f-4eaf-ae9f-01fa345cb815",240,"",text/plain,"",""
"994c9061-5bcb-4511-b27d-0871747595d6",source,,MBARI/VARS,,,"","2c4a257e-1d6f-4c8a-9de1-9a9e5e2d1aaa",241,"",text/plain,"",""
d437749b-cdd1-438d-ba97-af085fb85e04,source,,MBARI/VARS,,,"","2c4a6db6-3ea5-47eb-8721-d5ba21682516",242,"",text/plain,"",""
"2d30c86d-48ae-4871-85cd-9a91c5eac7c7",source,,MBARI/VARS,,,"","2ca8c60c-26be-4519-ba30-330f520cf907",243,"",text/plain,"",""
"15606133-d5f7-4c1f-88d5-e3ff7a96fc2c",source,,MBARI/VARS,,,"","2cacc1c4-a044-43ca-861b-19c912780d57",245,"",text/plain,"",""
e7aef9ba-bd11-46e9-ba9d-b046925c60c8,source,,MBARI/VARS,,,"","2cb429a0-c77a-450d-8d3e-c8b06b44f68a",246,"",text/plain,"",""
"56e605e7-ebb3-462a-921e-a08cd0c9b9ce",source,,MBARI/VARS,,,"","2cc78761-3fc7-4f3c-924d-58c82df7e2da",247,"",text/plain,"",""
b7a839b7-6533-469b-ab6f-ceadb6cfe70d,source,,MBARI/VARS,,,"","2ce9c525-9211-4ad3-90c3-92a8fdaa4a0e",248,"",text/plain,"",""
d983157b-ee6a-40b0-b7ad-48dfcba701a3,source,,MBARI/VARS,,,"","2d30ded0-a1b1-4a59-b2d0-071f105461e9",250,"",text/plain,"",""
"6422b13f-b37f-42c3-9a73-b745a25972ce",source,,MBARI/VARS,,,"","2d7b8a7a-4125-42e5-84c2-53cc9c55e959",251,"",text/plain,"",""
"310146e7-5e67-4eb5-9858-ab1796f8bb21",source,,MBARI/VARS,,,"","2de29989-6be2-4924-bc4f-e7504ada9ae8",252,"",text/plain,"",""
"7b6f9e0b-bfb0-4497-b01d-a0ef94be688d",source,,MBARI/VARS,,,"","2e093aa8-530e-4208-be17-9ac368ec7c29",253,"",text/plain,"",""
"2e6527f6-b95f-42e2-8d5e-8ea0909f2d02",source,,MBARI/VARS,,,"","2e458e45-ce93-499b-a85c-d4a0c7df81f0",254,"",text/plain,"",""
efeda1bb-4eae-4a32-8781-f847bf4e46f3,source,,MBARI/VARS,,,"","2e5b5d74-0cfc-4b53-8548-4501d21e84f0",255,"",text/plain,"",""
b3de694b-61a0-43e0-b743-dbb41ad6f340,source,,MBARI/VARS,,,"","2ecc6ccb-f663-4d13-b0f6-d69cc7c36d5f",256,"",text/plain,"",""
b1dcd678-479c-4b81-aaa9-6905851ec9f0,source,,MBARI/VARS,,,"","2ee739c4-e3b8-4d36-990c-8d41fc5aa362",257,"",text/plain,"",""
"476a4d79-9a4d-4a85-bf3a-ffee794ac3fe",source,,MBARI/VARS,,,"","2f07fbe0-d55d-42e2-b16d-760c3377e0a1",258,"",text/plain,"",""
"45ce8197-04aa-460b-9dd8-d552d33bce09",source,,MBARI/VARS,,,"","2f10c7a4-3ac0-4bd5-88a6-9a3ed02a264e",259,"",text/plain,"",""
"60ca1d82-6a03-45da-b2ea-5b84f85611f2",source,,MBARI/VARS,,,"","2f3a10e1-2df1-430b-b25e-d3320bcc59c6",260,"",text/plain,"",""
b07708fc-9003-4866-9fdc-a6e50c7b860a,source,,MBARI/VARS,,,"","2fa6e782-e329-4255-82a8-d73b0cf1668d",261,"",text/plain,"",""
"22a7f67c-f310-4942-bfb2-d46f4ca01258",source,,MBARI/VARS,,,"","2fe8d0d8-9db5-49e9-88e9-e2b0fc5b0fb3",263,"",text/plain,"",""
"069ee775-7c80-481b-a2c8-6774347cb04c",source,,MBARI/VARS,,,"","30c30210-c475-4aff-b03b-a022ee0613e3",265,"",text/plain,"",""
"07b77cea-6d75-4d29-a05f-12a935f825a5",source,,MBARI/VARS,,,"","30eac15e-0be2-44bb-a18f-45e6c8a5b373",266,"",text/plain,"",""
"5857fa60-be1a-466a-9098-1f8ecf0a4079",source,,MBARI/VARS,,,"","31ab6925-07e3-4566-bfbb-15e17aec748e",268,"",text/plain,"",""
ff795048-8ce0-4902-b642-b785a6534ffe,source,,MBARI/VARS,,,"","31e371cd-df8e-46db-be42-b9c2c8a95218",269,"",text/plain,"",""
"28b344f9-d36d-4cbd-9d82-2b408be76033",source,,MBARI/VARS,,,"","3202f5f5-68dd-4cfe-b84d-1e4d5d5d6216",270,"",text/plain,"",""
"207862ce-69ec-4efc-bcc7-01d830358087",source,,MBARI/VARS,,,"","32639247-2c99-45fe-9a3f-571b85682cde",271,"",text/plain,"",""
cc2efba5-196d-43d4-b4a3-d6f235eb73d6,source,,MBARI/VARS,,,"","3271663f-b538-49ec-8031-b168cac347be",272,"",text/plain,"",""
"3f0ef3e5-f95e-4f55-8bce-d929a028fd8f",source,,MBARI/VARS,,,"","32ef68b3-9577-4399-980a-7844050345cb",273,"",text/plain,"",""
e55141db-89fa-4445-9246-ec7bb88cc848,source,,MBARI/VARS,,,"","3309ed1d-d87f-4f90-8547-d8b72e1b21a9",274,"",text/plain,"",""
"367fc036-da15-4bf3-b50e-53d509c170a3",source,,MBARI/VARS,,,"","33a3f615-f528-4acf-8ea8-b99e3e9c8048",275,"",text/plain,"",""
"13d895d3-73bd-4a3e-94e7-730dfe8d1fa9",source,,MBARI/VARS,,,"","33a776cb-93b5-4438-9b06-826d74e68ae9",276,"",text/plain,"",""
"725120b5-5b49-4c7d-b83e-bf369bfcfa46",source,,MBARI/VARS,,,"","33b8a776-aa02-4305-a42b-06b67c77e545",277,"",text/plain,"",""
ef2e46dc-3cda-46cd-b211-8b83abd86a70,source,,MBARI/VARS,,,"","342abd5c-581c-47fa-bc60-e829d84033ab",278,"",text/plain,"",""
"5fdc3390-e411-48b4-8083-eec29ff325b0",source,,MBARI/VARS,,,"","35385643-b948-454b-8aa0-3bc255f25ca7",282,"",text/plain,"",""
fbfb81b5-2d9b-4ca5-8651-8fc14a8aa111,source,,MBARI/VARS,,,"","355c9ee0-2b03-4712-bace-e414100a8a36",283,"",text/plain,"",""
ff014294-21c1-4f25-80e7-613de67f1e1f,source,,MBARI/VARS,,,"","35c213fe-e0c8-4ee3-8dda-8e27bd991d46",285,"",text/plain,"",""
cfab54e4-8b8e-40f6-b1a9-9ce2780eb7dc,source,,MBARI/VARS,,,"","35e22317-83a5-428e-8611-9266c193694e",286,"",text/plain,"",""
"179dffdf-221e-4c29-b36b-b4f21f54ce96",source,,MBARI/VARS,,,"","35fcc458-0c0c-4aaa-be2e-fbd4aab9e8e0",287,"",text/plain,"",""
cfdff92b-b803-4b6b-be2a-430e45871b94,source,,MBARI/VARS,,,"","3653fe6f-af07-430f-a474-a35d69e79b34",288,"",text/plain,"",""
ba7578a7-6552-41e9-9ee4-57fe3210b145,source,,MBARI/VARS,,,"","36602499-321c-4a88-90da-216028b4860d",289,"",text/plain,"",""
ff6469c8-9be5-485f-abcc-f39f4c10a6db,source,,MBARI/VARS,,,"","3660984c-cff5-4b3e-9bfe-cb55a3f8915a",290,"",text/plain,"",""
f674e95c-fadd-4102-9745-c8e474a127b3,source,,MBARI/VARS,,,"","36631604-65ab-4afe-94bf-5ef2598e9ec5",291,"",text/plain,"",""
"7f61c690-b95f-45d7-b2ca-f8aaae8c7db9",source,,MBARI/VARS,,,"","368b7d42-dd05-4624-8f96-ed20f35993f4",292,"",text/plain,"",""
a9228374-c7bd-4d7e-ab1c-6b21242c8e44,source,,MBARI/VARS,,,"","3702e60c-2d8d-4855-88f9-0be45045ab6d",294,"",text/plain,"",""
ffa5548e-8247-4f61-ab29-f212de7275a8,source,,MBARI/VARS,,,"","37166b13-eb77-45e0-a636-921366710755",295,"",text/plain,"",""
bcf076c7-2c63-4246-872f-8d175a557d98,source,,MBARI/VARS,,,"","374f250e-8339-417b-8f05-ff1d4f477e41",296,"",text/plain,"",""
"16abf8eb-b52e-495a-a4dd-dbc44b4829b7",source,,MBARI/VARS,,,"","37ee654e-8118-4ad6-8835-243664b847aa",298,"",text/plain,"",""
"076af9fd-cf79-496d-ba1c-a8fbccdf5341",source,,MBARI/VARS,,,"","38002664-f8cf-4a91-8aab-a1f5bb96858c",300,"",text/plain,"",""
da3b49fd-95a0-4c88-afd1-327ee6d018ba,source,,MBARI/VARS,,,"","381b0c62-e8c7-498e-871d-292e29ffdb65",301,"",text/plain,"",""
cbeaf22e-6e7f-4b33-a315-aaa71f7fec46,source,,MBARI/VARS,,,"","383ccd49-6f6b-4a65-b04d-2c8c2aa676c5",302,"",text/plain,"",""
f11b1071-3d32-436f-a2f9-9f8d1ea75cf9,source,,MBARI/VARS,,,"","38556b87-3e19-4bf8-8a4b-ed7f3cf62c9b",303,"",text/plain,"",""
"7d0de56a-8c7a-4b4c-9ac4-de2d17f1e519",source,,MBARI/VARS,,,"","38845b12-27b9-47f8-9988-d70241e67905",304,"",text/plain,"",""
"68f7107e-9e74-4060-ac9e-3d670f31da95",source,,MBARI/VARS,,,"","3911d558-1320-48f3-b3dc-155a118ba302",307,"",text/plain,"",""
b7e75c8d-2611-4bb4-afb1-652d1a9d3ac8,source,,MBARI/VARS,,,"","3913bd80-e2fa-4c6f-8b3d-ee2e9203fd7e",308,"",text/plain,"",""
"5f1195b7-32bb-4720-bb3c-8f07995454dd",source,,MBARI/VARS,,,"","391b8298-a256-427b-b80c-7ab32ea12784",309,"",text/plain,"",""
"5e69d5ac-cae3-48a4-8084-2b0ddac5ec79",source,,MBARI/VARS,,,"","394358ad-c4b3-4328-8b9c-a8dd03211960",310,"",text/plain,"",""
d3588176-2064-4dab-afb2-1a43e05d142a,source,,MBARI/VARS,,,"","3959356d-1542-4f5c-b924-2e1708b348ca",312,"",text/plain,"",""
b92919f3-48ea-46bf-bebb-a0a389bddc11,source,,MBARI/VARS,,,"","3970675e-99e7-4c9c-af11-ef00ce285b04",313,"",text/plain,"",""
e78bf4d2-7b83-4755-9c18-9e15ed559e5b,source,,MBARI/VARS,,,"","3a050178-5d64-43d6-81d6-cf482fbe9b38",314,"",text/plain,"",""
"19931dbe-5c45-420f-8fb4-f4299f5d805e",source,,MBARI/VARS,,,"","3a084b21-c9a1-4552-a978-3aa155708a3b",315,"",text/plain,"",""
"5b8c37f7-6561-4254-8bed-6c73adeb18f8",source,,MBARI/VARS,,,"","3a1410a9-1d75-403a-a55c-e360b771cd47",316,"",text/plain,"",""
dd9b2a56-6d24-44fa-a33e-523eef42a6c7,source,,MBARI/VARS,,,"","3a22afb9-e7d7-47b2-a1ca-d34ca0a45171",317,"",text/plain,"",""
"97e8c6ce-2994-46d8-a676-aec4954b3629",source,,MBARI/VARS,,,"","3a2d97c0-ed8d-46f6-bb3a-ad4fc8eca49d",318,"",text/plain,"",""
"5e916496-320d-4f53-ae69-1e15733ab4ff",source,,MBARI/VARS,,,"","3aae2ae5-b439-4342-9325-cf206a2d978e",319,"",text/plain,"",""
"87a484b7-6b8a-4963-aeea-41a5188c43ce",source,,MBARI/VARS,,,"","3b0166dc-22a2-4e4e-a800-960a7f1610c8",320,"",text/plain,"",""
ce984c31-a81f-4097-8f11-4f74ca4caaaa,source,,MBARI/VARS,,,"","3b4939a6-9621-46f6-af1b-a3e9085b00cf",321,"",text/plain,"",""
af651372-dabb-485e-a2b4-5e693eb6c6fd,source,,MBARI/VARS,,,"","3b86cb06-1f43-4873-8d25-816f0845f231",322,"",text/plain,"",""
"456c7570-ac92-41dd-9a87-5c074dd60689",source,,MBARI/VARS,,,"","3ba1ea7b-010c-4236-8ada-0d9d8c6a948b",323,"",text/plain,"",""
"82ebfa8c-03f6-4e58-a0c3-9e6afd41f25b",source,,MBARI/VARS,,,"","3c0ee401-c1b8-4801-af6f-aed0308dc3dc",324,"",text/plain,"",""
"80bc0d17-0da3-4c6f-aee9-82c96a42ba1b",source,,MBARI/VARS,,,"","3c3c5d52-ca0d-4a91-a02b-bc00f89e70b6",325,"",text/plain,"",""
ac532df4-4ad7-4928-b255-caa5e1276fa8,source,,MBARI/VARS,,,"","3c3fbdaf-bb6b-495a-894b-8bd44d419b42",326,"",text/plain,"",""
debacc0e-b09b-4150-8eb5-671941baa457,source,,MBARI/VARS,,,"","3c7cbb8e-0d87-4875-b856-f84e39081805",327,"",text/plain,"",""
abf51d6b-d6f6-452e-bde4-22e530136d6b,source,,MBARI/VARS,,,"","3c941c9c-ec41-41f9-9b75-c8eb97a85689",328,"",text/plain,"",""
"3743b7bc-55a2-473e-b427-fea740b27435",source,,MBARI/VARS,,,"","3cc93bbf-1dbc-4f76-9a3a-2f7c02c2fd35",329,"",text/plain,"",""
a24c250f-0b8a-40d2-a249-917956cc10d8,source,,MBARI/VARS,,,"","3ccd912d-b471-492e-8087-5e305ab0c942",330,"",text/plain,"",""
"543855e8-5f39-4f22-89a4-8cde7e871434",source,,MBARI/VARS,,,"","3d1ab7f6-497c-4cc5-b3f6-9a72fd735185",331,"",text/plain,"",""
"01e9f04e-23de-4db5-b874-4489b1fcef1f",source,,MBARI/VARS,,,"","3d970e57-759a-4e73-bfa5-c8fd46313e2c",332,"",text/plain,"",""
a123128e-abdd-46a5-beed-b16932acf57f,source,,MBARI/VARS,,,"","3ddf0800-f1de-40a8-9339-cccfb2e30642",334,"",text/plain,"",""
b14f95db-c93e-44ca-859f-c81d61d0fee8,source,,MBARI/VARS,,,"","3de83734-a4e2-425c-aec0-28185e088600",335,"",text/plain,"",""
"6a9f5cef-45ce-48dd-88cc-8195b8c544c1",source,,MBARI/VARS,,,"","3e1e751a-6e27-471e-a5c3-8b0c86bfbafb",336,"",text/plain,"",""
"7ad5a331-ac28-451a-8184-5861a726ba6a",source,,MBARI/VARS,,,"","3e34ba95-bbe1-4a7c-b571-8d4dde844ffc",337,"",text/plain,"",""
"8e1457d0-72d4-46df-9eef-e78a6e55746f",source,,MBARI/VARS,,,"","3e59369c-a3cb-430e-bd35-4a993fdab6f6",338,"",text/plain,"",""
"804a53fd-7630-4abe-ae6e-15a7ed15162e",source,,MBARI/VARS,,,"","3eb3c2b2-c1f2-4ea7-af32-15d18c7c9857",339,"",text/plain,"",""
ba9b72ac-3ff7-416a-84b7-ee1d2454f2f0,source,,MBARI/VARS,,,"","3ed2f285-3a14-4838-b3af-bda843bbbdd9",340,"",text/plain,"",""
"7d25bd7f-3790-4ad8-87ff-6bb7f83c18c3",source,,MBARI/VARS,,,"","3f3fa119-fc1a-4c82-8545-e7e835f696c5",341,"",text/plain,"",""
d3fff2b3-9431-448d-bb68-2e41d31df28c,source,,MBARI/VARS,,,"","3f87f5e8-5793-45c6-91bb-7cfc8593e5d4",342,"",text/plain,"",""
"58e20a07-e32f-4c32-86dc-bf27df09e5e9",source,,MBARI/VARS,,,"","3f89d2d0-dad8-4f58-bdc1-4dbc579d6411",343,"",text/plain,"",""
"9d4f3276-0c44-4280-a585-4cff2409bc45",source,,MBARI/VARS,,,"","3fc08666-d5fa-4e22-9b99-8b5976a2243d",344,"",text/plain,"",""
"0c4fe4bd-dd7f-49de-9f84-e9a940cb492f",source,,MBARI/VARS,,,"","3fc828b7-af3a-44f0-a9c7-32cc1354af43",345,"",text/plain,"",""
"90a0f3c9-50bc-4ca8-8a26-f9edd7d8f280",source,,MBARI/VARS,,,"","3ff78adf-4abc-4652-b785-a3204f7ab69b",346,"",text/plain,"",""
f25ad17e-d0d1-4d10-94ac-f4679caa878e,source,,MBARI/VARS,,,"","406ac15a-a478-4a3f-a6ca-804006a77469",348,"",text/plain,"",""
"2a416727-47a4-4e86-9af3-2e296f9eb15c",source,,MBARI/VARS,,,"","40b3b4de-9bd8-4ed6-a572-2838a1082cd1",349,"",text/plain,"",""
"815456a7-29f8-4a0a-a191-6c92c66e2d94",source,,MBARI/VARS,,,"","40ccab8f-0a6d-4446-9706-de3d74e999eb",350,"",text/plain,"",""
bbe1edbb-6196-4c93-bc09-a31f81616095,source,,MBARI/VARS,,,"","410863c5-98ac-47cf-8aad-c80a42173078",351,"",text/plain,"",""
"1a06db37-a2dd-442e-b73c-0b1154e0a6eb",source,,MBARI/VARS,,,"","41533a1f-f718-4e9e-9950-6b519ec13638",352,"",text/plain,"",""
"9ea8ea93-dd79-4836-af7b-4e6904f58d41",source,,MBARI/VARS,,,"","41667183-fa4e-4079-9244-b36f85969a63",353,"",text/plain,"",""
"6fa2b87b-266f-47a0-99d2-5a3715f83b25",source,,MBARI/VARS,,,"","416e135f-81c4-4685-9af0-8ac221500831",354,"",text/plain,"",""
e387f32d-1951-4327-a27f-e43043a42c5b,source,,MBARI/VARS,,,"","41b4842d-ff1c-49ab-9e8b-3cbde981271f",356,"",text/plain,"",""
eb3977c5-6b44-499b-8638-bc54ebf71557,source,,MBARI/VARS,,,"","41d0ba7c-9224-4650-a2c4-d4908cb86be2",357,"",text/plain,"",""
"7dcb091e-2e6b-4e17-9776-d8dfe7cd7061",source,,MBARI/VARS,,,"","41ffe8f2-2042-4aa1-a79b-6bf926cedaa2",358,"",text/plain,"",""
"8215ec29-5ee7-41e0-ac04-a34c192d3dda",source,,MBARI/VARS,,,"","42b7fc82-0ca9-448c-a2d7-fb9ebcd0390c",361,"",text/plain,"",""
"270c6574-492c-4744-b18d-3b7b97f140c2",source,,MBARI/VARS,,,"","42c4d53c-df57-4eb3-b5ca-e891225509c0",362,"",text/plain,"",""
d1e6782a-45b5-40e3-9670-946b45a88545,source,,MBARI/VARS,,,"","4347f724-9ee0-4174-bc65-9f4fb988c763",363,"",text/plain,"",""
cff8936e-6cb0-434e-abbb-f43d0a6dee3a,source,,MBARI/VARS,,,"","434dab05-d0c7-4b08-b267-12dacc114050",364,"",text/plain,"",""
de1b4f24-2cd3-4969-b02a-0a7b9d1bde5b,source,,MBARI/VARS,,,"","4375c04c-27fd-4338-88bc-4bf0094746b3",365,"",text/plain,"",""
"4790aceb-2928-4203-a8e8-e9986f34f84d",source,,MBARI/VARS,,,"","438357df-61f0-4cb4-8078-2d82120485f7",366,"",text/plain,"",""
fc1d26bc-cb57-4d8a-b7cb-8cdc81afa29f,source,,MBARI/VARS,,,"","439b6906-0610-42c4-b97a-4fa40995d2d9",367,"",text/plain,"",""
"93ae36c5-7155-4e67-97d5-82732fe4e9cf",source,,MBARI/VARS,,,"","43a89ade-87d8-4bda-9180-d90a7fe5b66e",368,"",text/plain,"",""
b7f86caa-a729-4974-88ac-fb0257a21bb5,source,,MBARI/VARS,,,"","43b68e3b-ce16-49ef-b823-87faa9c71b9a",369,"",text/plain,"",""
bcd9b7fc-50c8-4b43-b537-4f19236e579f,source,,MBARI/VARS,,,"","43b94129-4ad4-49a3-99a9-f340dd2d6f21",370,"",text/plain,"",""
f535c7f8-b766-4c7c-943e-6a6489e32c92,source,,MBARI/VARS,,,"","43c2fb31-5db3-48d3-9be9-dd00ff507422",371,"",text/plain,"",""
"3ba9b486-3588-4e75-bfc4-1aa4c8e918af",source,,MBARI/VARS,,,"","43e98c3d-c56f-4ed9-9f6f-31dc95cd3a80",373,"",text/plain,"",""
"57ed47eb-83e7-4d38-b7d1-34323017532f",source,,MBARI/VARS,,,"","43eb18a2-c9c2-4c1e-96a2-5c86e4212c63",374,"",text/plain,"",""
"13c6a89d-7376-4374-89cb-e1acb7de9461",source,,MBARI/VARS,,,"","443037d9-17bb-42bc-b33e-cf60b242d838",375,"",text/plain,"",""
ec5209c3-aa2d-43cb-8804-15ec0158e686,source,,MBARI/VARS,,,"","443d1d13-aec8-4df6-8654-58cc3d8def5f",376,"",text/plain,"",""
"903de69e-ed46-4ad4-9ffc-38ee3901fcc6",source,,MBARI/VARS,,,"","44513fc4-bbba-406e-b59f-08b4449ab5df",377,"",text/plain,"",""
"37d6e2a6-6fe8-4ab0-85f6-cc9f18c48a03",source,,MBARI/VARS,,,"","446053f8-4f87-4349-82cf-af619c020d85",378,"",text/plain,"",""
d312999b-d634-4b22-ae58-5cf01b4da739,source,,MBARI/VARS,,,"","44776c4e-128f-49ad-a267-61fd8b8be346",379,"",text/plain,"",""
f292818c-9812-4e07-866e-c52436c3fb89,source,,MBARI/VARS,,,"","448bf1f3-d2a5-4485-be2d-06719036d7f1",380,"",text/plain,"",""
a1c1e4a6-3123-48fa-8990-c5f2c25aab34,source,,MBARI/VARS,,,"","44a6afbd-ac93-4f22-893e-f1e405fb4fd2",382,"",text/plain,"",""
"2a3cab93-a9ec-4b1c-8398-7435f1a02409",source,,MBARI/VARS,,,"","44b1ec6f-bcf1-4246-b755-6f39d7f57c9b",383,"",text/plain,"",""
"51781067-f5ca-40c7-ac4c-4c609d63f6f2",source,,MBARI/VARS,,,"","44d2c807-794f-497a-be66-96cd43104c1f",384,"",text/plain,"",""
"21ad237b-d2fe-4ddd-8177-9e8101876c9a",source,,MBARI/VARS,,,"","4537419f-1dac-48b1-99b9-7a663ab7de39",385,"",text/plain,"",""
"7404403d-a27b-4b17-a3bd-22614f06f6da",source,,MBARI/VARS,,,"","459b21f3-3ba3-4ac9-8fef-5c1c196d6964",386,"",text/plain,"",""
c0a63153-7b2a-4ab5-9924-110fb6c8f25f,source,,MBARI/VARS,,,"","45acb346-d3e9-4738-816d-1ba11a219bd8",387,"",text/plain,"",""
